id,year,month,day,zipcode,latitude,longitude,sqft_lot,sqft_living,sqft_above,sqft_basement,floors,bedrooms,bathrooms,waterfront,view,condition,grade,year_built,year_renovated,sqft_lot_15nn,sqft_living_15nn,price
1856,2014,6,3,98003,47.3072,-122.328,7652,1765,1765,0,2,3,2.25,0,1,3,7,1996,0,7719,1765,250000
1857,2014,6,3,98003,47.3236,-122.323,2689,1240,1240,0,2,2,2.5,0,1,3,7,1986,0,3609,1430,174500
1858,2014,6,3,98004,47.5892,-122.202,8797,1660,1660,0,1,3,1.5,0,1,4,7,1956,0,10053,2350,712500
1859,2014,6,3,98006,47.5531,-122.119,10257,3040,3040,0,2,5,2.75,0,1,3,10,1993,0,9327,2860,960000
1860,2014,6,3,98006,47.5491,-122.17,8872,2220,1110,1110,1,4,2.25,0,1,4,8,1961,0,9106,2220,495000
1861,2014,6,3,98007,47.6084,-122.136,4800,1200,1200,0,1,3,1.5,0,1,4,7,1962,0,7668,1510,400000
1862,2014,6,3,98008,47.626,-122.104,12000,2070,1340,730,1,5,2.5,0,1,4,7,1967,0,12000,2090,613000
1863,2014,6,3,98011,47.7601,-122.167,9600,1660,1380,280,1,3,1.75,0,1,3,8,1981,0,9500,2030,420000
1864,2014,6,3,98011,47.7373,-122.198,9000,1870,1440,430,1,3,2.25,0,1,3,7,1978,0,8640,1870,425000
1865,2014,6,3,98019,47.7348,-121.966,4002,2780,2780,0,2,3,3.25,0,1,3,8,2009,0,4090,1890,402500
1866,2014,6,3,98023,47.3222,-122.362,33740,2550,1750,800,1,6,1.5,0,1,4,8,1958,0,28200,2010,375900
1867,2014,6,3,98023,47.2878,-122.358,9600,1060,1060,0,1,3,1,0,1,4,6,1962,0,9604,1060,206000
1868,2014,6,3,98027,47.4664,-121.992,54059,2430,2430,0,2,3,2.5,0,1,3,10,1987,0,49658,2910,770000
1869,2014,6,3,98027,47.4853,-122.034,132858,2220,1110,1110,1,3,1.75,0,1,3,7,1988,0,77536,2130,435000
1870,2014,6,3,98028,47.761,-122.232,4706,1450,1450,0,2,3,2.25,0,1,3,7,2009,0,4667,1490,400000
1871,2014,6,3,98029,47.5632,-122.017,12648,2870,2870,0,2,4,2.5,0,1,4,9,1986,0,12648,2560,720000
1872,2014,6,3,98032,47.3607,-122.291,9120,1030,1030,0,1,3,1,0,1,3,7,1961,0,10220,1470,223000
1873,2014,6,3,98032,47.3619,-122.285,10270,1970,1970,0,1,3,1.75,0,1,4,8,1966,0,8400,1970,268000
1874,2014,6,3,98033,47.6616,-122.175,10182,2000,1400,600,1,3,1.75,0,1,5,7,1963,0,10182,2050,560000
1875,2014,6,3,98034,47.6987,-122.228,10521,2080,2080,0,1.5,3,3,0,1,3,9,2004,0,11840,3730,830000
1876,2014,6,3,98034,47.7289,-122.172,7488,2040,1200,840,1,5,2.75,0,1,4,7,1969,0,7488,1530,449500
1877,2014,6,3,98038,47.3538,-122.025,4698,2090,2090,0,2,5,2.5,0,1,3,7,1998,0,4698,2070,315000
1878,2014,6,3,98038,47.3551,-122.061,3712,2240,2240,0,2,4,2.5,0,1,3,8,2014,0,4315,2530,363990
1879,2014,6,3,98038,47.3609,-122.029,9936,1200,1200,0,1,3,1,0,1,4,6,1969,0,10189,1200,225000
1880,2014,6,3,98038,47.4238,-122.052,27200,1590,1590,0,1.5,3,1.75,0,1,4,6,1926,0,74052,1820,280000
1881,2014,6,3,98038,47.3565,-122.016,5175,1830,1830,0,2,4,2.5,0,1,3,7,2003,0,5175,1830,312000
1882,2014,6,3,98040,47.5651,-122.22,10125,2790,2790,0,1.5,4,3.5,0,1,5,8,1985,0,10125,2570,1298000
1883,2014,6,3,98040,47.5851,-122.242,6710,1300,1300,0,1,3,1,0,1,4,6,1952,0,9946,1630,571500
1884,2014,6,3,98040,47.5885,-122.245,9000,2050,2050,0,1,3,2,0,1,4,7,1951,0,8856,2910,713250
1885,2014,6,3,98042,47.3797,-122.152,33825,3800,3330,470,1,3,2.25,0,1,4,10,1976,0,14484,3470,575000
1886,2014,6,3,98042,47.364,-122.162,16480,1340,1340,0,1,3,1.75,0,1,4,7,1968,0,10451,1520,239000
1887,2014,6,3,98042,47.3875,-122.161,8130,1950,1950,0,2,3,2.5,0,1,4,9,1990,0,7691,2350,328500
1888,2014,6,3,98042,47.3391,-122.093,99916,1720,1720,0,2,3,2.5,0,1,4,7,1990,0,73180,1340,365000
1889,2014,6,3,98045,47.4669,-121.765,57063,1680,1680,0,2,3,2.25,0,1,4,8,1989,0,57063,1910,440000
1890,2014,6,3,98045,47.4831,-121.773,5002,2340,2340,0,2,3,3,0,1,3,8,2013,0,5375,2790,427874
1891,2014,6,3,98045,47.485,-121.799,9687,3030,2020,1010,2,4,2.5,0,1,3,8,1998,0,10193,2050,471000
1892,2014,6,3,98045,47.497,-121.78,10621,1170,1170,0,1,2,1,0,1,3,7,1963,0,9832,1340,295000
1893,2014,6,3,98052,47.7015,-122.13,12112,2090,2090,0,2,3,2.25,0,1,3,8,1983,0,12112,1760,562100
1894,2014,6,3,98052,47.6789,-122.116,9600,2170,1460,710,1,4,2.5,0,1,3,7,1980,0,8400,1940,550000
1895,2014,6,3,98053,47.7078,-122.019,11214,2680,2680,0,1,2,2.5,0,1,3,9,2006,0,6908,2305,930000
1896,2014,6,3,98055,47.4906,-122.204,5000,1220,860,360,1,2,1.75,0,1,5,7,1921,0,5000,1120,253000
1897,2014,6,3,98055,47.4529,-122.207,8700,1530,1530,0,1,3,2,0,1,4,7,1970,0,7600,1960,235000
1898,2014,6,3,98056,47.5093,-122.172,15603,1250,1250,0,1,3,1,0,1,4,7,1959,0,10220,1720,235000
1899,2014,6,3,98056,47.5345,-122.179,11172,2370,2370,0,2,3,2.5,0,1,3,9,1993,0,11558,2550,640000
1900,2014,6,3,98056,47.4947,-122.185,5600,1440,720,720,1,3,2,0,1,4,6,1942,2007,5700,1120,230000
1901,2014,6,3,98058,47.4273,-122.147,7622,1410,1410,0,1,3,2,0,1,4,7,1983,0,8330,1830,272500
1902,2014,6,3,98059,47.5194,-122.151,12320,4130,4130,0,2,4,3.75,0,1,3,11,2001,0,11227,3690,1070000
1903,2014,6,3,98059,47.5123,-122.151,7210,2600,2600,0,2,3,2.5,0,1,3,8,1989,0,7225,2350,475000
1904,2014,6,3,98059,47.4783,-122.123,3800,2670,2670,0,2,5,2.75,0,1,3,8,2014,0,3800,2670,494995
1905,2014,6,3,98059,47.5091,-122.144,10758,1880,940,940,1,3,2,0,1,5,6,1952,0,21000,2060,320000
1906,2014,6,3,98059,47.4787,-122.122,5886,3150,3150,0,2,4,2.5,0,1,3,8,2014,0,5886,2650,580135
1907,2014,6,3,98065,47.5335,-121.869,4036,1970,1970,0,2,3,2.5,0,1,4,7,2003,0,5020,1960,432000
1908,2014,6,3,98065,47.5156,-121.884,7644,3120,3120,0,2,4,2.75,0,1,3,10,2010,0,6050,2980,575000
1909,2014,6,3,98070,47.4558,-122.507,137565,2120,2120,0,1.5,5,2,0,1,3,7,1913,0,157123,2120,437000
1910,2014,6,3,98072,47.7508,-122.17,4099,2110,2110,0,2,3,2.5,0,1,3,8,2001,0,4871,2110,548000
1911,2014,6,3,98072,47.7757,-122.132,43647,1800,1800,0,1,3,2.25,0,1,4,8,1976,0,25608,2480,474900
1912,2014,6,3,98075,47.5836,-122.074,12384,3720,1860,1860,1,4,2.25,0,3,5,8,1970,0,15541,3180,875000
1913,2014,6,3,98075,47.5839,-122.052,12146,2961,2961,0,2,4,2.5,0,1,3,9,1998,0,17749,2620,695000
1914,2014,6,3,98075,47.5822,-122.051,9873,2620,2620,0,2,4,2.5,0,1,3,8,1987,0,9935,2520,600000
1915,2014,6,3,98077,47.7674,-122.086,45902,2790,2790,0,2,4,2.5,0,1,3,9,1987,0,42421,2890,654950
1916,2014,6,3,98092,47.3032,-122.123,26337,2250,2250,0,1,3,1.75,0,1,3,8,1980,0,26337,1830,325000
1917,2014,6,3,98102,47.641,-122.315,2798,2290,2290,0,3,3,2.5,0,1,4,9,1953,1983,5000,2260,660000
1918,2014,6,3,98103,47.6902,-122.339,4923,2140,1070,1070,1,3,2,0,1,4,8,1928,0,4923,1470,710000
1919,2014,6,3,98103,47.6798,-122.352,4040,2060,1120,940,1,3,2,0,1,4,8,1947,0,4000,1500,605000
1920,2014,6,3,98103,47.6926,-122.346,5125,1370,1370,0,1,2,1.75,0,1,5,6,1944,0,5100,1200,409950
1921,2014,6,3,98105,47.6596,-122.28,4000,1550,1550,0,1.5,4,2.75,0,1,3,9,1930,0,4000,2120,835000
1922,2014,6,3,98105,47.6647,-122.277,4958,1030,1030,0,1,3,1,0,1,5,7,1952,0,6987,2230,718000
1923,2014,6,3,98106,47.5555,-122.362,1602,1530,1140,390,2,3,3.25,0,1,3,8,2013,0,1198,1450,320000
1924,2014,6,3,98107,47.6713,-122.383,1182,1140,1140,0,3,2,2.5,0,1,3,8,2007,0,1189,1290,425000
1925,2014,6,3,98107,47.6599,-122.363,3000,1810,1810,0,1.5,3,1.75,0,1,4,7,1903,0,3000,1140,545000
1926,2014,6,3,98112,47.6374,-122.279,3850,1370,770,600,1,3,1.75,0,1,5,7,1911,1988,3600,1390,850000
1927,2014,6,3,98115,47.6866,-122.317,5616,2740,1670,1070,1.5,5,2.75,0,1,5,7,1925,0,4592,1600,605000
1928,2014,6,3,98115,47.6743,-122.285,4200,1620,830,790,1,3,1.75,0,1,5,7,1945,0,5000,1580,500000
1929,2014,6,3,98115,47.6942,-122.304,5338,1540,770,770,1,3,2.25,0,1,5,7,1954,0,6525,1680,312000
1930,2014,6,3,98115,47.69,-122.304,6041,1250,1250,0,1.5,3,1.75,0,1,5,7,1942,0,6042,1180,530000
1931,2014,6,3,98116,47.5587,-122.393,5120,1360,910,450,1.5,3,2,0,1,4,6,1924,0,5120,1440,430000
1932,2014,6,3,98118,47.5573,-122.282,6600,1230,1130,100,1,2,1,0,1,3,7,1906,0,5060,1260,440000
1933,2014,6,3,98119,47.6402,-122.37,4000,2200,1430,770,2,4,2.5,0,1,5,8,1908,0,4000,2100,930000
1934,2014,6,3,98119,47.643,-122.359,3200,2930,2130,800,1.5,4,3.75,0,1,5,9,1925,0,4320,1900,1100000
1935,2014,6,3,98122,47.6113,-122.297,6000,1660,1110,550,1,3,2.25,0,1,3,7,1979,0,4080,1440,425000
1936,2014,6,3,98122,47.6099,-122.293,3068,1350,1350,0,2,3,2.5,0,1,3,7,1991,0,4000,1900,613000
1937,2014,6,3,98122,47.6063,-122.292,3500,1840,1540,300,1.5,3,2.25,0,1,5,8,1910,0,3300,1800,785200
1938,2014,6,3,98122,47.6136,-122.299,5040,2550,2550,0,1.5,5,2.75,0,1,5,8,1902,0,3840,1590,650000
1939,2014,6,3,98122,47.6092,-122.294,4623,2550,2550,0,2.5,5,1,0,1,4,9,1905,0,3875,1570,847000
1940,2014,6,3,98125,47.7143,-122.32,7236,1080,1080,0,1,3,2,0,1,5,7,1947,0,8008,1120,390000
1941,2014,6,3,98126,47.5534,-122.375,4840,720,720,0,1,2,1,0,1,4,6,1947,0,4840,1510,235000
1942,2014,6,3,98133,47.7209,-122.331,9313,2390,1390,1000,1,3,2.75,0,1,5,8,1942,0,12712,2390,689800
1943,2014,6,3,98146,47.4947,-122.369,14242,1960,1290,670,1,4,2.5,0,2,4,8,1958,0,10907,2490,600000
1944,2014,6,3,98146,47.5035,-122.36,7962,1110,1110,0,1,3,1,0,1,3,7,1962,0,8094,1200,210000
1945,2014,6,3,98146,47.5008,-122.366,15641,1480,1480,0,1,2,1.5,0,1,4,7,1940,0,7525,1520,280000
1946,2014,6,3,98146,47.5121,-122.375,6860,1040,1040,0,2,3,1,0,1,3,6,1942,0,6512,1030,239000
1947,2014,6,3,98148,47.4327,-122.328,9048,1180,1180,0,1,3,1.5,0,1,3,7,1960,0,8942,1460,193000
1948,2014,6,3,98155,47.7709,-122.294,7203,1790,1110,680,1,4,2.25,0,1,4,7,1973,0,9000,2270,430000
1949,2014,6,3,98155,47.7641,-122.306,4882,2190,2190,0,2,3,2.5,0,1,3,9,1999,0,7055,2190,503000
1950,2014,6,3,98168,47.4881,-122.281,18296,2880,1580,1300,1,3,1.75,0,1,3,8,1958,0,9592,1380,285000
1951,2014,6,3,98177,47.7757,-122.391,9680,3490,2460,1030,2,5,3.5,0,5,3,9,1980,0,13489,3080,941500
1952,2014,6,3,98177,47.7234,-122.372,9150,4590,3490,1100,2,4,3,0,1,3,10,1981,0,12348,2910,960000
1953,2014,6,3,98198,47.3697,-122.309,8220,1320,1320,0,1,3,1,0,1,3,7,1959,0,7920,1320,150000
1954,2014,6,3,98198,47.4206,-122.324,5375,940,940,0,1,2,1,0,1,4,5,1952,0,7500,1200,234000
1955,2014,6,3,98199,47.6428,-122.411,5350,2290,2120,170,2,4,2.25,0,1,4,9,1958,0,5350,2910,975000
1956,2014,6,3,98199,47.6514,-122.413,6000,2580,1300,1280,1,4,2,0,1,5,9,1950,0,6200,2300,1099500
1957,2014,6,4,98001,47.2816,-122.269,14400,920,920,0,1,3,1,0,1,4,7,1977,0,9600,1170,212500
1958,2014,6,4,98002,47.3517,-122.21,5136,2437,2437,0,2,3,2.5,0,1,3,7,2011,0,4614,2437,285000
1959,2014,6,4,98004,47.6209,-122.222,17204,3200,2160,1040,1,5,2.5,0,1,3,7,1952,0,15732,4090,1270000
1960,2014,6,4,98004,47.6501,-122.217,13367,2660,2660,0,2,3,2.5,0,3,3,10,1992,0,13367,2660,1901000
1961,2014,6,4,98006,47.5667,-122.155,8737,2660,1470,1190,1,5,2.75,0,5,5,8,1969,0,8783,3280,1100000
1962,2014,6,4,98006,47.5615,-122.131,8500,2500,1600,900,1,4,2.25,0,1,4,8,1978,0,8927,2290,646000
1963,2014,6,4,98006,47.5696,-122.156,13885,3880,2540,1340,2,5,3.5,0,4,4,9,1979,0,13885,3690,1126000
1964,2014,6,4,98007,47.6599,-122.146,8642,2770,2770,0,2,4,2.5,0,1,4,9,1987,0,9000,2670,907500
1965,2014,6,4,98008,47.6141,-122.116,11455,2650,1400,1250,1,5,2.5,0,1,3,7,1961,0,9880,1960,565000
1966,2014,6,4,98014,47.675,-121.854,12120,560,560,0,1,1,0.75,0,1,3,4,1967,0,19207,1300,299000
1967,2014,6,4,98019,47.7346,-121.983,11000,1170,1170,0,1,3,1,0,1,2,6,1980,0,10894,1590,119500
1968,2014,6,4,98019,47.7433,-121.982,8030,2310,2310,0,2,4,2.5,0,1,3,7,1978,0,8041,1780,364950
1969,2014,6,4,98023,47.3146,-122.351,7615,1500,1150,350,1,3,2.25,0,1,3,7,1984,0,8649,1540,219950
1970,2014,6,4,98023,47.306,-122.375,7200,1720,1220,500,1,4,1.75,0,1,3,7,1974,0,7200,1790,161700
1971,2014,6,4,98023,47.2917,-122.373,7225,1710,1710,0,2,3,2,0,1,4,7,1988,0,7225,1710,250500
1972,2014,6,4,98023,47.3186,-122.391,8755,1720,1000,720,1,3,2.5,0,1,3,8,1983,0,8690,1720,275000
1973,2014,6,4,98027,47.4871,-122.065,41346,2560,2560,0,2,3,2.25,0,1,3,10,1986,0,35395,3040,658588
1974,2014,6,4,98027,47.4734,-122.006,88426,2740,2740,0,2,4,2.25,0,1,3,7,1991,0,62726,2740,549000
1975,2014,6,4,98027,47.5397,-122.027,1487,1540,1540,0,2,3,3.25,0,1,3,8,2011,0,1104,1620,520000
1976,2014,6,4,98028,47.7655,-122.244,10731,1530,1530,0,1,3,1.75,0,1,3,7,1986,0,12593,2100,400000
1977,2014,6,4,98028,47.7678,-122.254,9734,4060,2150,1910,1,4,2.5,0,5,3,9,1977,0,10370,2750,603500
1978,2014,6,4,98028,47.7646,-122.267,17240,2730,1660,1070,1,5,2.5,0,1,5,7,1958,0,13200,2250,545000
1979,2014,6,4,98029,47.5703,-121.996,4910,1820,1820,0,2,3,2.5,0,1,3,8,1993,0,6668,2090,532000
1980,2014,6,4,98030,47.3802,-122.207,7757,1670,1670,0,1,3,2,0,1,3,8,1992,0,7859,2290,289950
1981,2014,6,4,98031,47.3921,-122.182,11325,1730,1730,0,1,3,1.75,0,1,5,7,1972,0,17859,2030,292000
1982,2014,6,4,98031,47.4163,-122.22,115434,1540,1540,0,1.5,4,1,0,1,4,7,1923,0,23522,2027,759600
1983,2014,6,4,98033,47.6812,-122.196,5500,2430,1810,620,2,3,2.25,0,1,3,8,1989,0,5500,2040,791000
1984,2014,6,4,98033,47.6861,-122.198,9320,2700,2700,0,2,4,2.5,0,1,4,8,1994,0,8056,2120,837500
1985,2014,6,4,98033,47.6935,-122.173,12669,1800,1800,0,1,3,2,0,1,3,7,1956,1990,9775,1970,470000
1986,2014,6,4,98038,47.4052,-122.028,59058,2340,2340,0,1,3,2.5,0,1,3,8,1985,0,37263,2700,485000
1987,2014,6,4,98040,47.5826,-122.246,8000,2640,1320,1320,1,3,1.75,0,4,4,9,1960,0,6000,2740,1025000
1988,2014,6,4,98040,47.5754,-122.233,9600,1670,1670,0,1,3,1.75,0,1,5,8,1961,0,9600,1900,785000
1989,2014,6,4,98042,47.3585,-122.067,29308,1810,950,860,1,3,1.5,0,1,3,7,1983,0,37531,1790,261000
1990,2014,6,4,98042,47.3845,-122.154,12626,2190,2190,0,2,3,1.75,0,1,4,8,1978,0,14592,3110,340000
1991,2014,6,4,98042,47.3721,-122.159,15364,650,650,0,1,1,1,0,1,4,5,1967,0,7952,1630,129000
1992,2014,6,4,98042,47.4203,-122.157,4252,2080,1550,530,1.5,3,2.25,0,1,3,7,2003,0,2275,2080,270000
1993,2014,6,4,98045,47.446,-121.776,11150,1350,1110,240,1,3,2,0,1,3,7,1995,0,10043,1290,310000
1994,2014,6,4,98052,47.6309,-122.093,16411,2630,1650,980,1,6,2.75,0,1,4,8,1974,0,12255,2250,583000
1995,2014,6,4,98052,47.7036,-122.127,36183,2730,2730,0,2,4,2.5,0,1,3,9,1986,0,5964,2710,760000
1996,2014,6,4,98052,47.6983,-122.127,7029,2020,1430,590,1,4,1.75,0,1,4,7,1979,0,7200,1780,532000
1997,2014,6,4,98052,47.6914,-122.103,7897,1830,1290,540,1,3,2.25,0,1,4,8,1986,0,8306,1990,572000
1998,2014,6,4,98052,47.6366,-122.099,9619,2370,1650,720,1,3,2.25,0,1,4,8,1973,0,9712,1960,746000
1999,2014,6,4,98052,47.6743,-122.142,2300,1710,1570,140,2,3,2.5,0,1,3,8,2005,0,2856,2120,539000
2000,2014,6,4,98055,47.4819,-122.223,15837,2060,2060,0,1.5,3,1.5,0,1,3,6,1903,0,8549,2190,200000
2001,2014,6,4,98055,47.4544,-122.204,11305,2260,1130,1130,1,3,2,0,1,3,7,1986,0,10248,2080,400000
2002,2014,6,4,98056,47.5295,-122.18,12708,2070,2070,0,2,3,2.5,0,1,3,8,1996,0,9617,2620,560000
2003,2014,6,4,98056,47.5109,-122.183,7303,2150,2150,0,2,4,2.5,0,1,3,8,2005,0,9569,1940,392500
2004,2014,6,4,98056,47.5094,-122.182,10284,1750,1750,0,1,5,2,0,1,4,5,1943,0,9010,1560,190000
2005,2014,6,4,98058,47.4525,-122.162,9380,1650,1130,520,1,3,1.5,0,1,5,7,1978,0,8856,1720,320000
2006,2014,6,4,98058,47.4601,-122.165,7210,2540,1600,940,1,4,2.75,0,1,4,7,1979,0,7766,1820,335000
2007,2014,6,4,98058,47.45,-122.121,5091,2460,2460,0,2,4,2.5,0,1,3,9,2003,0,4750,2490,427500
2008,2014,6,4,98058,47.4507,-122.139,7800,1650,1650,0,1,4,1.75,0,1,3,8,1968,0,10400,1750,327500
2009,2014,6,4,98059,47.508,-122.113,32467,4720,3190,1530,2,3,3.25,0,3,3,10,1998,0,26386,3260,860000
2010,2014,6,4,98059,47.4739,-122.114,23345,2300,1170,1130,1,5,2.5,0,1,5,7,1967,0,23345,2280,453500
2011,2014,6,4,98065,47.5392,-121.861,5104,4410,3400,1010,2,4,3,0,1,3,9,2006,0,5537,4390,765000
2012,2014,6,4,98065,47.5168,-121.883,5260,2910,2910,0,2,4,3.5,0,1,3,9,2012,0,5260,2910,610000
2013,2014,6,4,98065,47.5415,-121.884,4399,2060,2060,0,2,3,2.5,0,1,3,7,2007,0,4399,2060,418500
2014,2014,6,4,98065,47.5441,-121.86,6203,3290,3290,0,2,4,2.5,0,1,3,9,2008,0,6835,2990,648000
2015,2014,6,4,98075,47.5976,-121.983,10669,3790,3790,0,2,4,2.75,0,1,3,10,1999,0,11634,3750,875000
2016,2014,6,4,98077,47.7309,-122.058,12447,3370,3370,0,2,4,2.75,0,1,3,10,1991,0,13129,3700,760000
2017,2014,6,4,98077,47.7751,-122.088,45514,2770,2770,0,2,4,2.5,0,1,4,9,1989,0,49495,2940,685000
2018,2014,6,4,98092,47.3377,-122.194,33224,1770,1770,0,1,3,1.75,0,1,4,8,1968,0,22069,1690,229500
2019,2014,6,4,98103,47.6625,-122.352,1189,1420,1420,0,3,3,1.75,0,1,3,8,2006,0,1196,1380,455000
2020,2014,6,4,98103,47.689,-122.347,2820,830,830,0,1,2,1,0,1,4,7,1920,0,3150,1460,519000
2021,2014,6,4,98103,47.694,-122.332,4500,1420,1420,0,1,3,1.5,0,1,3,7,1959,0,6375,1540,371000
2022,2014,6,4,98103,47.6572,-122.333,3990,1990,1130,860,1,3,2,0,1,5,7,1912,0,4000,1710,760500
2023,2014,6,4,98107,47.6539,-122.351,1487,1780,1600,180,3,3,2.5,0,1,3,8,2006,0,1300,1780,586500
2024,2014,6,4,98108,47.5585,-122.317,5101,1840,1040,800,1,3,1.75,0,1,5,7,1952,0,5000,1340,411715
2025,2014,6,4,98108,47.5622,-122.319,4000,1650,950,700,1,2,1.75,0,1,4,7,1947,0,4110,1060,355000
2026,2014,6,4,98115,47.6756,-122.3,4160,1050,1050,0,1,3,1,0,1,4,7,1925,0,3680,1580,540000
2027,2014,6,4,98115,47.695,-122.301,9072,1020,920,100,1,3,1.5,0,1,3,7,1930,0,7930,1620,489000
2028,2014,6,4,98117,47.6981,-122.376,7599,1630,1630,0,1,3,2,0,1,3,10,2006,0,7599,2030,767450
2029,2014,6,4,98117,47.6946,-122.362,4920,960,960,0,1,2,1,0,1,3,6,1942,0,5040,1010,280000
2030,2014,6,4,98117,47.689,-122.396,4000,3280,2440,840,2,5,3.5,0,1,3,9,2003,0,4000,1980,989000
2031,2014,6,4,98117,47.7004,-122.371,6800,1500,910,590,1,2,1.75,0,1,4,7,1942,0,6800,1450,437000
2032,2014,6,4,98117,47.6828,-122.395,4500,910,910,0,1,3,1,0,1,3,7,1948,0,5000,1370,465000
2033,2014,6,4,98118,47.5427,-122.288,7140,1070,1070,0,1,3,1,0,1,3,7,1989,0,2374,1390,327500
2034,2014,6,4,98118,47.543,-122.28,7475,2200,1100,1100,1,4,1.75,0,1,5,7,1955,0,5766,1600,375000
2035,2014,6,4,98119,47.6285,-122.361,9088,3410,2760,650,2,5,3.25,0,4,3,9,1912,0,7100,3540,2400000
2036,2014,6,4,98119,47.6419,-122.374,2208,1520,1040,480,2,3,2.5,0,1,3,8,2007,0,1618,1610,499950
2037,2014,6,4,98122,47.6177,-122.308,704,1540,1540,0,3,3,3.25,0,1,3,9,2011,0,1456,1540,742000
2038,2014,6,4,98125,47.7144,-122.293,5244,2080,1190,890,1,3,1.5,0,1,3,7,1959,0,6982,1850,399950
2039,2014,6,4,98125,47.7294,-122.329,8100,1250,1250,0,1,2,1,0,1,4,7,1947,0,8100,1710,365000
2040,2014,6,4,98125,47.7041,-122.288,7800,1540,1540,0,1,3,2,0,1,3,8,2004,0,7800,1510,525000
2041,2014,6,4,98126,47.5769,-122.372,2378,670,670,0,1,2,1,0,1,3,5,1919,0,2970,700,175000
2042,2014,6,4,98133,47.7695,-122.35,5962,2000,2000,0,2,4,2.5,0,1,3,8,1999,0,10500,1790,415000
2043,2014,6,4,98133,47.7607,-122.354,11440,2920,2920,0,2,5,3,0,1,3,8,2003,0,9348,1720,500000
2044,2014,6,4,98136,47.5479,-122.384,6250,820,820,0,1,2,1,0,1,4,5,1922,0,6250,1300,375000
2045,2014,6,4,98144,47.5746,-122.293,5400,1010,1010,0,1,3,1,0,1,3,6,1959,0,5400,960,317000
2046,2014,6,4,98146,47.5123,-122.373,7500,1250,1250,0,1,3,2.25,0,1,5,7,1942,0,7392,1280,390000
2047,2014,6,4,98155,47.7402,-122.323,7440,1210,1210,0,1,3,1,0,1,3,7,1949,0,7440,1120,324950
2048,2014,6,4,98155,47.7406,-122.302,8149,770,770,0,1,2,1,0,1,5,6,1948,0,8150,770,275000
2049,2014,6,4,98166,47.4465,-122.354,11108,1240,1240,0,1,3,1,0,1,4,7,1952,0,16533,2220,390000
2050,2014,6,4,98168,47.4919,-122.311,13062,790,790,0,1,1,1,0,1,3,6,1942,0,7137,1240,135000
2051,2014,6,4,98168,47.4727,-122.281,18540,1500,1500,0,1,2,1,0,1,3,8,1950,0,9355,1700,170000
2052,2014,6,4,98168,47.492,-122.317,10584,1460,990,470,1,3,1.75,0,1,3,7,1997,0,12012,1220,240500
2053,2014,6,4,98177,47.7612,-122.381,28176,3810,3810,0,1,6,4.5,0,5,5,10,1969,0,26400,3810,2005000
2054,2014,6,4,98198,47.3722,-122.308,8701,2120,2120,0,1.5,4,2,0,1,4,7,1960,0,8527,1720,250000
2055,2014,6,4,98199,47.657,-122.394,4725,2090,1610,480,2,3,1.75,0,1,3,7,1947,2013,4725,1280,865000
2056,2014,6,4,98199,47.6443,-122.385,1553,1690,1690,0,2.5,3,2.5,0,1,3,8,2007,0,1553,1910,640000
2057,2014,6,5,98001,47.2756,-122.27,19200,1150,1150,0,1,3,1,0,1,4,5,1908,0,19200,1290,165000
2058,2014,6,5,98001,47.2649,-122.292,4781,2610,2610,0,2,4,2.5,0,1,3,8,2009,0,4796,2583,335000
2059,2014,6,5,98001,47.3318,-122.281,7242,2068,2068,0,2,4,2.5,0,1,4,7,1976,0,7524,1560,276000
2060,2014,6,5,98001,47.3516,-122.292,2064,1150,1150,0,2,2,2.5,0,1,3,7,2004,0,2855,1880,214100
2061,2014,6,5,98004,47.6232,-122.207,15580,4400,3390,1010,2,5,4.5,0,1,3,11,2003,0,14249,2150,1800000
2062,2014,6,5,98005,47.6078,-122.169,8400,1330,1330,0,1.5,4,2.25,0,1,3,8,1962,0,10146,2270,540000
2063,2014,6,5,98006,47.5433,-122.185,9966,2390,1360,1030,1,3,2.75,0,1,5,8,1977,0,10713,2140,565000
2064,2014,6,5,98006,47.5424,-122.168,7665,2210,2210,0,2,4,2.25,0,1,4,8,1968,0,7903,1960,530000
2065,2014,6,5,98006,47.5613,-122.126,8547,3500,2500,1000,2,4,3.5,0,1,3,9,1994,0,10270,2350,799000
2066,2014,6,5,98006,47.5456,-122.126,43950,4670,4670,0,2,4,5.25,0,1,3,12,1989,0,35000,4900,1415000
2067,2014,6,5,98007,47.6599,-122.146,10338,2670,2670,0,2,3,2.5,0,1,3,9,1987,0,8866,2670,749000
2068,2014,6,5,98007,47.6218,-122.152,10962,2420,1530,890,1,4,2.75,0,1,3,8,1977,0,13200,2620,725000
2069,2014,6,5,98019,47.7359,-121.984,12753,2370,2370,0,2,3,2.5,0,1,3,7,2001,0,16808,2280,499950
2070,2014,6,5,98019,47.743,-121.925,53143,2520,2520,0,1.5,3,2.5,0,1,3,7,1988,0,56628,2020,499500
2071,2014,6,5,98019,47.7064,-121.981,193593,5660,4100,1560,2,4,4.25,0,1,3,10,2001,0,207141,3620,955000
2072,2014,6,5,98022,47.1969,-122.011,8424,1680,1680,0,1,3,2,0,1,3,7,1993,0,8545,1990,289000
2073,2014,6,5,98023,47.2946,-122.37,7642,2330,1800,530,1,4,2.75,0,1,3,8,1990,0,7933,2320,257000
